course_code,course_name,credit_hours,description
CJ 104,Delinquency Prevention and Control,3,"This course provides students with a basic knowledge of the problems of juvenile delinquency. The history of the different concepts of delinquency and the juvenile justice system will be discussed. Juvenile delinquency will be examined in reference to its impact on society and the various theoretical approaches developed to explain its causes. Juvenile court procedures, the police role in dealing with delinquent behavior, and the rights and liabilities of juveniles will be investigated."
CJ 105,Police Procedures,3,"This course is designed to provide students with an orientation to patrol procedures. Areas examined are basic patrol operations and techniques to include search and seizure, arrest and civil disorder. Ethical police behavior and interpersonal communication are discussed in relationship to police procedures."
CJ 108,Introduction to Homeland Security,3,"This course is an introduction and career orientation into the field of Homeland Security. Topics include the history and principles of Homeland Security, careers in Homeland Security, terrorism, risk management systems, protection of people and business, investigations, computer security, and institutional and infrastructure security systems."
CJ 119,The Court Function,3,"This course is designed to cover arguments over the nature of justice. The course includes a brief history of the development of the Anglo-American legal system; basic tenets of American criminal law and procedure; the organization of courts, the powers, selection, training and professional orientation of key court personnel. This course will describe the steps in the Criminal Justice process from arrest through the appeal; current developments in court technology and administration; and issues related to the discretion of court officials."
CJ 121,Introduction to Corrections,3,"This course is designed to introduce students to the historical and philosophical background of the field of corrections and to familiarize them with the legal processes involved: probation, imprisonment and parole. The role of officers and the rights of prisoners will be discussed and community-based corrections described."
CJ 202,Criminal Law,3,"This course is a study of substantive law as a means of defining and preserving social order. Sources of criminal law, classification of crimes against persons, property and public welfare; principles of criminal liability, elements necessary to establish crime and criminal intent, specific crimes and defenses, and constitutional limitations are examined."
CJ 206,Dynamics of Traffic Enforcement,3,"This course is designed to familiarize the student with proper procedures for traffic control and enforcement. Specifically, the State of Michigan motor vehicle laws and procedures, arrests, citations, alcohol and accident investigation are examined."
CJ 210,Dynamics of Substance Abuse,3,"This course is designed to equip students with up-to-date knowledge concerning the historical and cultural attitudes toward use of alcohol and other drugs, as well as the psychological and physical effects of their use and abuse. Social and political implications of drug abuse and available treatment modalities are also discussed."
CJ 215,Basic Criminal Investigation,3,"This course presents the basic principles of criminal investigation. The course covers the investigative procedures used in handling of crime scene. The procedures discussed include the interviewing and interrogation of persons, the gathering and preserving of evidence and the writing of investigative reports. Also covered in the course are different methods of investigations including conducting surveillances, undercover operations and working with informants. Basic lab techniques and procedures that are integral parts of an investigation are conducted."
CJ 222,Client Relations in Corrections,3,"This course will explore the social and cultural differences that exist between inmates and corrections officers. Factors such as economic status, discrimination and minority membership as well as societal response to these factors will be emphasized. The role of the corrections officer within custodial care settings to deal effectively with inmate relationships will be discussed. Offered fall semester only."
CJ 223,Correctional Institutions/Facilities,3,"This course is designed to prepare students for employment in the corrections system. It will explore the function of prisons, various rehabilitation programs, custodial care and prisoner rights. The organization and management of correctional institutions and their safety and security also will be described. Concerns about future developments and problems in the corrections system will be addressed. Offered winter semester only."
CJ 224,Legal Issues in Corrections,3,"This course will examine and analyze the roles of the legislature, courts, prosecutors and attorneys in the criminal process. This course will place special emphasis on legal concerns within the corrections system itself. This will include, but not be limited to, the constitutional rights of prisoners and the potential civil liability that correctional facilities and corrections personnel face when those rights are violated. The impact of recent case law decisions and future development resulting from those decisions will be discussed. Offered fall semester only."
CJ 226,Client Growth and Development in Corrections,3,"This course is intended for students requiring an understanding of human behavior, psychopathology and treatment interventions, as they relate to the correctional client. This course will emphasize and differentiate between normal and criminal behavior and will define personality, social roles, criminal lifestyles and present biological, psychosocial and sociocultural theories of normal and deviant human behavior. Offered winter semester only."
CJ 228,Probation and Parole,3,"This course is designed to prepare students for employment in the Criminal Justice/Corrections field. It will introduce the student to the historical background and development of Probation and Parole from early history to the modern Probation and Parole system. In addition to historical information, students will explore the court system and how an offender progresses through it. Students will learn the sentencing process, starting with the pre-sentence investigation. Sentencing options will be reviewed, sentencing guidelines will be explained, and the rationale for sentencing recommendations made to the court will be studied. The juvenile justice system will be studied with juvenile probation and other available dispositions reviewed. The American probation system, community-based corrections and parole will be studied. Included will be the roles and duties of the modern parole officer. Offered fall semester only."
CJ 260,Fundamentals of Terrorism,3,"This course is designed to provide students with an in depth look at terrorism. The course will examine the history of terrorism, the different forms of terrorism, modern day concerns of terrorism, terrorist organizations and ideologies, weapons and strategies used by terrorists, and future concerns and challenges that terrorists pose. The course will also discuss the strategies developed to contain the terrorist threat including the responsibilities of federal, state, and local law enforcement agencies."
CJ 275,Self Defense in Criminal Justice,1,"This course will provide instruction and practice in the techniques of personal and professional self-defense. This course is designed for students seeking careers in multiple areas of the criminal justice field. The course will provide participants instruction on defensive tactics for use in evading or countering physical assault and evading and countering assaults involving weapons. The course will include personal safety in the community, at home, at work, and other situational awareness issues as well. Subject control and its application within citizen constitutional protections in a diverse criminal justice environment will also be discussed. This course will involve the use of simulated conditions, equipment, and physical techniques used in the administration of self-defense tactics."
CJ 278,Field Observations,1,CJ 208 This course is designed to broaden the educational experiences of the student through observation. The agencies involved in the observations may vary as to the interest of the student.
CJ 280,Contemporary Criminal Justice Organizations,3,"(Formerly CJ 201 and CJ 211). This course is designed to provide students with a basic orientation to government structure and criminal justice organizations that encompass it. It will examine the structure of criminal justice administrations, related human resource issues especially including the selection process, leadership, management theories, organizational structures, ethical dilemmas, civil liabilities, police subculture and behavior, and the future of criminal justice organizations."
CM 101,Introduction to Mass Media,3,"An introduction to all mass communications media, this course includes a review of the history of the development of mass media in the areas of television, radio, newspapers, magazines, books and film. Students participate in discussions, projects and readings that focus on the importance and significance of mass media in all of contemporary life."
CM 102,News Writing,3,"Emphasis is placed on the daily newspaper. The fundamentals of news writing, highlighting style and structure are also stressed. Practical experience may be given in covering assignments for the college newspaper and radio station."
CM 103,Basic Photography,3,"This class presents a survey of the history of photography that includes an introduction to the camera -its lens opening, shutter speeds and effective lighting techniques. Photographic darkroom techniques including film processing and print development are also discussed and practiced. This class is open to all students. Digital camera required."
CM 110,Journalism Practicum I,1,"The student will have supervised experience producing the college newspaper, the Erie Square Gazette. The practicum student earns credit working in news writing, advertising, photojournalism or composition. No previous experience is necessary. Four semester hours are required in the Journalism degree program. Students may follow the course sequence CM 110 through CM 114 , practicums I through V."
CM 111,Journalism Practicum II,1,"The student will have supervised experience producing the college newspaper, the Erie Square Gazette. The practicum student earns credit working in news writing, advertising, photojournalism or composition. No previous experience is necessary. Four semester hours are required in the Journalism degree program. Students may follow the course sequence CM 110 through CM 114 , practicums I through V."
CM 112,Journalism Practicum III,1,"The student will have supervised experience producing the college newspaper, the Erie Square Gazette. The practicum student earns credit working in news writing, advertising, photojournalism or composition. No previous experience is necessary. Four semester hours are required in the Journalism degree program. Students may follow the course sequence CM 110 through CM 114 , practicums I through V."
CM 113,Journalism Practicum IV,1,"The student will have supervised experience producing the college newspaper, the Erie Square Gazette. The practicum student earns credit working in news writing, advertising, photojournalism or composition. No previous experience is necessary. Four semester hours are required in the Journalism degree program. Students may follow the course sequence CM 110 through CM 114 , practicums I through V."
CM 114,Journalism Practicum V,1,"The student will have supervised experience producing the college newspaper, the Erie Square Gazette. The practicum student earns credit working in news writing, advertising, photojournalism or composition. No previous experience is necessary. Four semester hours are required in the Journalism degree program. Students may follow the course sequence CM 110 through CM 114 , practicums I through V."
ECON 221,Principles of Macroeconomics,20,"Formerly: BUS 221 General economic concepts will be examined by covering the following: the nature and method of economics, an introduction to the economizing problem, pure capitalism and the circular flow, understanding individual markets - demand and supply, the fundamental market questions, the economic functions of government, the facts of American capitalism - the private sector and the public sector, measuring national output, national income and the price level, macroeconomic instability - unemployment and inflation, aggregate demand and aggregate supply, classical and Keynesian theories of employment, equilibrium national output in the Keynesian model, fiscal policy, money and banking, how the banks create money, the Federal Reserve banks and monetary policy, budget deficits and the public debt, and economic growth."
ECON 221H,Honors Principles of Macroeconomics,20,"Formerly: BUS 221H General economic concepts will be analyzed by examining the nature and method of economics and the economizing problem; characteristics of individual markets regarding supply and demand, pure capitalism, and the market system; private and public sectors of the economy; measuring domestic output, national income, macroeconomic instability, unemployment, the price level and inflation; the aggregate expenditures model with reference to demand and supply, the multiplier, net exports, and the government; fiscal and monetary policy; money and banking, including the Federal Reserve Banks and how banks create money. Also explored will be alternative views on macroeconomic theory and policy, the relationship between inflation and unemployment, the public debt, budget deficits, economic growth, and the place of the United States in the global economy. Emphasis will be placed on application of the economic principles."
ECON 222,Principles of Microeconomics,3,"Formerly: BUS 222 General economic concepts will be examined by covering the following: demand, supply and elasticity, the theory of consumer behavior, the costs of production, price and output determination under conditions of pure competition, pure monopoly, monopolistic competition and oligopoly, production and the demand for economic resources, wage determination, rent, interest and profits, general equilibrium in a market system, government and economic policy including antitrust and regulation, the agricultural problem, the problems of the cities, the economics of health care, income distribution, labor market issues-unionism, discrimination and immigration, international trade, exchange rates, the balance of payments, the trade “crisis,” growth and the less developed countries, and the global economy."
ECON 222H,Honors Principles of Microeconomics,3,"Formerly: BUS 222H General economic concepts will be examined by covering the following: demand, supply and elasticity, the theory of consumer behavior, the costs of production, price and output determination under conditions of pure competition, pure monopoly, monopolistic competition and oligopoly, production and the demand for economic resources, wage determination, rent, interest and profits, general equilibrium in a market system, government and economic policy including antitrust and regulation, the agricultural problem, the problems of the cities, the economics of health care, income distribution, labor market issues-unionism, discrimination and immigration, international trade, exchange rates, the balance of payments, the trade “crisis,” growth and the less developed countries, and the global economy."
ED 101,Introduction to a Career in Teaching,3,"This course is an introduction to the purposes and functions of education in American society for those planning a career in teaching or other educational service occupations. The course addresses issues such as the education of a prospective teacher, the rights and responsibilities of students and teachers, the history of education, school reform, teacher certification, financing public education and the purposes of schooling and curriculum. The course is designed to answer the student question of “why teach” and to assist students in their decision to pursue a career in education. Twenty hours of observation in K-12 settings is required. State laws may require a background check and finger-printing. Students are responsible for paying fees required for the background check."
ED 200A,Education Observation Field Placement,1,"This course will serve as a description for ED 200A , ED 200B , ED 200C and ED 200D . This course will integrate weekly college classroom instruction with on-location learning through a required 64-hour practicum experience. Students will select a K-12 classroom with a certified teacher or paraprofessional and will spend three to five hours per week over the course of the semester in the classroom gaining direct experience working with teachers, paraprofessionals and students. At the end of the semester, students will evaluate their experience and performance, as well as submitting journal entries and time sheets. It is recommended that students take each credit at a different location and classroom to broaden their experience and knowledge for the credits required. Students will be required to show proof of a negative TB test (1 year or newer) prior to beginning their observation. It is recommended that students successfully complete the Michigan Basic Teacher Skills Test."
ED 200B,Education Observation Field Placement,1,"This course will serve as a description for ED 200A , ED 200B , ED 200C and ED 200D . This course will integrate weekly college classroom instruction with on-location learning through a required 64-hour practicum experience. Students will select a K-12 classroom with a certified teacher or paraprofessional and will spend three to five hours per week over the course of the semester in the classroom gaining direct experience working with teachers, paraprofessionals and students. At the end of the semester, students will evaluate their experience and performance, as well as submitting journal entries and time sheets. It is recommended that students take each credit at a different location and classroom to broaden their experience and knowledge for the credits required. Students will be required to show proof of a negative TB test (1 year or newer) prior to beginning their observation. It is recommended that students successfully complete the Michigan Basic Teacher Skills Test."
ED 200C,Education Observation Field Placement,1,"This course will serve as a description for ED 200A , ED 200B , ED 200C and ED 200D . This course will integrate weekly college classroom instruction with on-location learning through a required 64-hour practicum experience. Students will select a K-12 classroom with a certified teacher or paraprofessional and will spend three to five hours per week over the course of the semester in the classroom gaining direct experience working with teachers, paraprofessionals and students. At the end of the semester, students will evaluate their experience and performance, as well as submitting journal entries and time sheets. It is recommended that students take each credit at a different location and classroom to broaden their experience and knowledge for the credits required. Students will be required to show proof of a negative TB test (1 year or newer) prior to beginning their observation. It is recommended that students successfully complete the Michigan Basic Teacher Skills Test."
ED 200D,Education Observation Field Placement,1,"This course will serve as a description for ED 200A , ED 200B , ED 200C and ED 200D . This course will integrate weekly college classroom instruction with on-location learning through a required 64-hour practicum experience. Students will select a K-12 classroom with a certified teacher or paraprofessional and will spend three to five hours per week over the course of the semester in the classroom gaining direct experience working with teachers, paraprofessionals and students. At the end of the semester, students will evaluate their experience and performance, as well as submitting journal entries and time sheets. It is recommended that students take each credit at a different location and classroom to broaden their experience and knowledge for the credits required. Students will be required to show proof of a negative TB test (1 year or newer) prior to beginning their observation. It is recommended that students successfully complete the Michigan Basic Teacher Skills Test."
ENG 100,English Composition I with Basic Writing Skills,3,"This course provides students with additional writing practice for various professional and academic purposes focused on their individual learning in a collaborative setting. Students will read, discuss, and apply various rhetorical strategies designed to build on assignments in English Composition I. The course also includes increasing student awareness of sentence structure, grammar and proofreading, language awareness, and community discourse."
ENG 101,English Composition I,3,"This course includes various types of current prose, a study of English usage, and intensive practice in composition, all of which is designed to improve a student’s ability to express ideas in a clear, logical and forceful manner."
ENG 101H,Honors English Composition I,3,"The course content consists of the concepts stressed in ENG 101 with greater depth in reading and composition, based upon a premise of superior preparation."
ENG 102,English Composition II,3,"This course will provide practice in writing extensive units of composition with emphasis on critical thinking skills. Through the study of a variety of texts, students will practice analytical and interpretative writing, including one formal source paper involving training in the use of library facilities and research techniques."
ENG 102H,Honors English Composition II,3,This course content offers an enriched approach to achieve the same objectives as ENG 102 .
ENG 202,Creative Writing,3,"This course provides an introduction to the craft involved in creating imaginative works. Through reading, writing, presenting, and critiquing works, students will gain an understanding of the process of creative writing, and will produce written works in a variety of genres."
ENG 203,Advanced Creative Writing,3,This course offers the student who has successfully completed ENG 202 an opportunity for additional practice in creative writing as well as an exploration of creative writing venues and further educational opportunities.
ENG 205,Introduction to Fiction,3,"This course surveys fiction from American and international writers, focusing on the formal elements of fiction, its historical, political, and personal contexts as well as the analysis of thematic strains in short fiction, the novella, and the novel."
ENG 206,Introduction to the Drama,3,This course introduces students to the unique features and techniques of dramatic literature and to the historical development of theater from its origins to contemporary staging.  The primary emphasis is to aid the student in a critical understanding of plays and playwrights.
ENG 207,Introduction to Poetry,3,"This course surveys poetry from American and international writers, focusing on the formal elements of poetry, its historical, political, and personal contexts as well as the analysis of thematic strains in poetry."
ENG 208,Introduction to Mythology,3,"This course will examine myths from diverse ancient and modern cultures through an analysis of common elements and functions. Historical, social and psychological approaches will be used to study the myths of Greece, Rome, Europe, Asia, India, as well as the Americas, showing the power of these stories for both individuals and cultures."
ENG 210,British Literature I,3,"This survey course covers major literary works from their beginnings through the 18th century, examining significant works and major authors to gain an understanding and appreciation of the literary contributions of Britain to world literature."
ENG 211,British Literature II,3,This survey course covers major British literary works from the 18th century to the present examining significant works and major authors to gain an understanding and appreciation of the literary contribution of Britain and its former colonies to world literature.
ENG 212,"Shakespeare’s Comedies, Tragedies and History Plays",3,"A study of selected plays by Shakespeare, including comedies, tragedies, histories, and romances. While the course’s primary focus is on Shakespeare’s artistry as a playwright, his non-dramatic works as well as the larger context of English Renaissance literature may also be studied as a part of this course."
ENG 220,American Literature I,3,"This course is a survey of American literature and literary history from its beginning through the Civil War. Representative American literature is studied while the literature is read for understanding, critical examination, and enjoyment.  Emphasis is placed on the literary, cultural, and social developments of the time periods."
ENG 221,American Literature II,3,"This course is a survey of American literature and literary history since the Civil War. Representative American literature is studied while reading literature for understanding, critical examination, and enjoyment.  Emphasis is placed on critical literary study and a survey of the cultural and social development of that period in America."
ENG 225,African American Literature,3,"This course provides a survey of African American literature juxtaposed against a general history of the United States.  Emphasis shall be placed upon analysis of thought, style, and form with special focus upon the contributions made by this literature to the American literary canon and the American experience."
ENG 230,World Literature I,3,"Students will study major literary works in a variety of literary genres such as poetry, fiction, drama, and non-fiction beginning with Antiquity through the Renaissance.  Students will examine great works of literature and place them in their appropriate social, cultural, international, and artistic periods. Students will learn to recognize some of the great ideas that have arisen in our world’s cultures. The course will help students better understand how literature from around the world has shaped their own literature and culture."
ENG 231,World Literature II,3,"Students will study major literary works in a variety of literary genres such as poetry, fiction, drama, and non-fiction from the end of the Renaissance through the 21st century. Students will examine great works of literature and place them in their appropriate social, cultural, international, and artistic periods. Students will learn to recognize some of the great ideas that have arisen in our world’s cultures. The course will help students better understand how literature from around the world has shaped their own literature and culture."
ENG 236,Women in Literature,3,"Women authors and images of women in various literary works are studied to increase students’ awareness of women’s experiences and the role that society’s view of gender play.  As illustrated in selected readings for this class, the literature by and about women reflects various cultural, historical, political and psychological views of women’s lives."
ENG 238,Gender and Sexuality in Literature,3,"This is a literature course that will introduce students to literature, popular culture, and critical theory centrally concerned with issues of gender and sexual identity. Through careful reading, class discussion, and critical writing, students will be invited to broaden their perspective on gender and sexuality beyond those offered by the dominant culture. Students will be able to better understand how gender, gender identity, gender expression, and biological sex can reinforce or subvert the patriarchy and heteronormativity while intersecting with issues such as race, ableism, social and economic class, ethnicity, and religion."
ENG 243,Introduction to the Short Story,3,"The short story displays a unique set of characteristics whose form and theory reveal it as a distinct literary genre. The course will focus on in-depth discussions of short stories with an emphasis on textual analysis. Through direct engagement with stories from different historical contexts and from around the world, students will seek to understand a variety of values, ethics, and traits that are found in short stories."
ENG 245,Introduction to the Novel,3,"This course introduces students to the unique literary form of the novel as well as the cultural conditions that played a role in its development around the world.  Through the reading and analysis of novels from different time periods and places, students will understand the structure(s) of the novel as well as the historical conditions that helped produce the work."
ENG 249,Foundation for Literary Criticism,3,"Students will study techniques for analyzing literary work through close examination of basic critical texts.  Using established literary theories, students will practice writing essays."
ENG 252,Children’s Literature,3,Students learn how to critically evaluate children’s literature for pre-school through adolescent audiences.  Students will survey and read both classic and modern works as they learn criteria for evaluating works from each genre.
ENG 255,Introduction to Film,3,"This course will introduce students to general aspects of motion picture history, criticism, and theory in America and around the world.  The course will also provide students with opportunities for an increased appreciation of cinematic art through written analysis of film.  Readings and discussions of various terms, techniques, and elements of film will be emphasized."
ENG 257,Selected Topics in Literature and Language,3,This course is an intensive study of one or more specialized interests in language and/or literature. Topics will be selected by the discipline.
ETE 100,Fundamentals of Direct and Alternating Current,4,"This is an introductory course designed to introduce students to the fundamentals of direct (D.C.) and alternating current (A.C.). Topics include resistive, capacitive, and inductive components in series and parallel, direct current combinations, Ohm’s Law, Kirchhoff’s current and voltage laws, the voltage divider rule, and RC time constants. Students will build and troubleshoot direct current circuits using a digital multi-meter and oscilloscope. Additionally, students will learn how to use transformers, function generators and the oscilloscope in testing alternating current circuits built in laboratory. Course content also includes instruction on alternating current concepts including; reactance, resonance, tuning, A.C. to D.C. conversion, isolation, and safety."
ETE 120,Semiconductor Devices and Circuits,4,"Formerly: ELT 131 This course focuses on semiconductor devices regarding diode and transistor theory, filter circuits, power supplies, transistor parameters, load lines, biasing, amplifier tests and measurements, A.C. circuit analysis of voltage and current operational amplifiers."
ETE 130,Digital Circuits,3,"Formerly: ELT 135 This is a basic course to introduce students to digital electronics. Topics include basic logic gates, the binary number system, Boolean logic, flip-flops, shift-registers, BCD decoder driver circuits, encoders, multiplexers, analog-to-digital converters, digital-to-analog converters, seven-segment displays and memory devices."
ETE 165,Introduction to Programming and Interfacing: Microcontroller Computer,4,"Formerly: ETE 230 This course introduces students to programming a microcontroller computer using the BASIC computer programming language. A microcontroller computer is the size of a deck of cards and is able to command other attached electronic devices. Programs will be written on a classroom computer and downloaded to the microcontroller computer.  Students will learn to write computer code that interfaces with these sensors; light, touch, infrared, and ultrasonic.  Students will also write code to control LED lights, 7-segment displays, sound speakers, and servo-motors. No previous electronic or computer programming experience is necessary."
ETE 210,Industrial Electronics,3,"Formerly: ELT 231 The physical considerations involved in the industrial applications of solid state devices are discussed and analyzed, along with rectifier circuits, amplifiers, oscillator control circuits, electronic motor control, servo-mechanisms, pressure, temperature and optical devices."
ETE 275,Advanced Programming and Interfacing: Microcontroller Computer,4,"This course offers advanced techniques for students in programming and interfacing a microcontroller computer.  A microcontroller computer is the size of a deck of cards and is able to command other attached electronic devices using computer code. Programs involving Parallax Propeller C code and Arduino C++ code will be written on a classroom computer and downloaded to the microcontroller computer.  Students will learn to write computer code that interfaces with these sensors: light, touch, infrared, ultrasonic, and RFID.  Students will also write code to control LED lights, 7-segment displays, LCD displays, sound speakers, and stationary servo-motors, as well as servo-motors on a mobile platform. Students will also learn to program an industrial PLC (Programable Logic Controller) using the C++ computer code."
ETG 115,Introduction to Computer Aided Drafting,4,"This course offers an introduction to the use of AutoCAD focusing on geometric construction and editing tools. Students will learn and incorporate techniques of computer-aided drafting practices by reading and checking drawings, principles of orthographic projection, and working drawings."
ETG 121,Architectural Basics,1,"Fundamentals of line work, lettering, orthographic/pictorial projection, freehand technical sketching and introductory CAD drafting highlight this course. An understanding of architectural building materials and nomenclature will be obtained from lectures, and students will learn how to read architectural building blueprints including floor plans, elevations, sections, details and schedules. Offered fall semester only."
ETG 122,3D CAD Models,1,Each student will be provided with an architectural design concept for a residential or light commercial building and will be required to construct a three-dimensional scale model of the design and include a mounted perspective drawing for final presentation. Offered fall semester only.
ETG 130,Geometric Dimensioning and Tolerancing,2,"Formerly: EG 115, DR 115 and MFT 115 This course is designed to develop technical knowledge and skills which will enable the student to prepare and interpret engineering drawings using the Geometric Dimensioning and Tolerancing System in accordance with the current ANSI Standards."
ETG 140,Advanced Drafting with AutoCAD,4,"Formerly: EG 162 This course will provide students with an overview of advanced applications as they apply to the fields of engineering computer aided drafting and design. The students will learn and apply computer-aided design techniques and principles to create drawings and will learn the software capability of the system by generating, moving and editing the basic and advanced geometric elements. Student will use AutoCAD and Autodesk Inventor Pro computer aided drafting software."
ETG 150,Engineering Graphics & Design Technology Co-Op,6,"Formerly: EG 150 A feature of this course is the six weeks or more work experience in industry in the program of study for which the student is enrolled. This on-the-job experience will be developed by the employer in conjunction with a coordinator designated by the college. There will be a written training program developed which is agreed upon by the student, employer and the college. Special requirements may be necessary."
ETG 160,SolidWorks - Product Design and Development,3,"Formerly: EG 163 This course introduces the process of developing solid models using a solid modeling program. Techniques for planning, developing, organizing and maintaining CAD files related to solid modeling will be addressed. Through lectures and hands-on exercises, students will explore the concepts and usage of explicit modeling, parametric modeling and feature-based modeling by using all of these tools integrated within SolidWorks."
ETG 190,Siemens NX,3,"This course offers an introduction to the use of Siemens NX computer aided drafting 2D/3D industrial standard design software, focusing on hands-on exercises covering parametric modeling, 3D Modeling, sheet metal design, assembly modeling, and multiview drawings."
ETG 210,Introduction to Mold Design,3,"Formerly: EG 265 This course is designed to give students an understanding of the design, construction and terminology involved in designing and building plastic injection molds. Specific emphasis will be placed on standard design procedures used in designing injection molds today. This class will use computer aided drafting software."
ETG 220,Jig/Fixture Design,3,"Formerly: EG 266 The principles of tooling design for productive machining operations are the main focus of this course. Comparative analysis of standards and commercial work-holding devices for such operations as drilling, milling, turning and grinding (cams, links, motion and gear) are also designed along kinematic outlines. From shop sketches, actual layouts are formulated and assembled. From the design drawing, working drawings are then produced following all present day drafting specifications, with emphasis on standard component parts and supply catalog.  Offered winter semester only."
ETG 230,Tool/Die Design,3,"Formerly: EG 267 Principle concepts of material flow and properties, along with fundamental die design pertaining to forming, cutting, drawing and piercing operations performed on standard industrial presses are reviewed. From actual part prints, actual die designs are formulated, working drawings are made, machine mechanisms are reviewed and reproduction is made. All practices are geared to those used in modern drafting rooms today. Offered fall semester only."
ETG 245,Electrical Controls 2D/3D,3,"This course is designed to give students the skill set to understand electrical control schematics, components, and methods. The student will also learn to design 2D electrical control schematics using computer aided design software (CAD) as well as design 3D electrical control panels. Also, the student will learn to prepare industry standard electrical control reports, and bill of material reports."
ETM 107,Technical Mathematics,4,"This course is intended for students preparing for a technical career in one of the following: Mechatronics, Electronics, Precision Machining, Welding, or Computer Aided Drafting. The topics covered will utilize real world technical explanations and examples. Topics covered will include basic math operations algebra, geometry, measurement using U.S. and metric standards, functions, graphs, and trigonometric functions."
ETM 110,Electrical Power and Control Circuits,3,"Formerly: IA 100 This course focuses on the concepts and principles of electricity, magnetism and logic applied to electrical power and control logic circuits. Major topics studied in this course include relay ladder logic control circuits, electric motor control circuits, solid state control systems, single and three phase transformers and motors, DC motors, rectifiers, generators/alternators and a variety of input and output control devices applied to automation and machine tool applications. Emphasis is placed on reading, drawing and analyzing ladder logic, line diagrams and wiring diagrams as a global means of communication in the electrical field. Programmable controllers and variable speed motor drives will be used in addition to hard-wired relay ladder logic control circuits as a means of controlling electrical power components and systems. Team based troubleshooting and problem solving will be an integral part of the course."
ETM 130,Programmable Logic Controllers,3,"Formerly: IA 102 This course introduces students to programmable logic controllers (PLCs). It focuses on the underlying principles of how PLCs work and provides students with the knowledge and “hands-on” training to install, program, modify, interface, troubleshoot and maintain PLC systems. Programming is done both on-and off-line. No previous knowledge of PLC systems or programming is required."
ETM 140,Fluid Power and Control Circuits I,3,"Formerly: IA 143 This course provides an introduction to fluid power. It focuses on the concepts, physical laws, principles of operation and applications of components and circuits found in modern fluid power systems. This course will provide students with the knowledge and “hands-on” training to install, modify, troubleshoot, maintain and repair basic fluid power components, circuits and systems. No previous knowledge of fluid power systems is required."
ETM 150,Mechatronics Co-op,1,Formerly: IA 150
ETM 160,Introduction to Programming and Interfacing: Industrial Robots,3,This course is designed to introduce students to programming and interfacing industrial robots and  provide a general overview of the technologies that are incorporated in an automated system. No previous programming experience is necessary.
ETM 210,Weld Robot,3,This course is designed to provide the student with an understanding of how to integrate and program a FANUC LRMate industrial robot and a Miller Auto-Continuum 350 MIG welder. The final intent is to be able to program a robotic weld work cell to be a completely automated system. As a professional this ability is required in order to be effective when working with robotics welding systems and automation.
ETM 240,Fluid Power and Control Circuits II,3,"Formerly: IA 243 This course is a continuation of ETM 140 . Topics studied include pneumatic logic, cartridge valves and electro-fluid power components, circuits and systems utilizing discrete, proportional and servo control. Programmable controllers will be used in addition to pneumatic logic as a means of controlling fluid power components and systems."
ETM 280,Advanced Robotics and Programmable Controls,3,"Formerly: IA 201 This course is designed to provide the student with an understanding of how to integrate components, equipment and work cells into a completely automated system. The areas of study include computer, industrial robot, and programmable logic controller programming, as well as utilizing robot vision and sensors to control the automated system."
ETP 100,CNC Survey,1,"This is an introductory survey course in Computerized Numerical Control: programming, safety, and setup of a CNC mill and /or CNC lathe."
ETP 110,Machine Tools,4,"Formerly MFT 111 This introductory course focuses on internationally accepted machining practices and measurement systems (inch/pound and metric). Lab projects include operating the mill, lathe, saw and drill press."
ETP 120,"Machine Tool, Advanced",4,"Formerly MFT 214 This course is a continuation of ETP 110 with greater emphasis placed on development of skills in machine operations. Solutions of problems that arise in the planning and tooling for production of parts, economy, design, estimating, and processing and planning are developed and analyzed."
ETP 200,G-Code Programming for CNC,3,"This course is designed to develop technical knowledge and skills in computerized numerical control (CNC) programming, using the G-Code programming language and utilizing a 3-axis CNC milling machine."
ETP 215,CNC 2D Programming,3,"This course is designed to develop technical knowledge and skills in computerized numerical control (CNC) programming, using 2D CNC machining code, utilizing Mastercam programming and simulation software.  The course will use Mastercam 2D software as well as 3-axis CNC milling machines."
ETP 220,CNC Surfacing Applications,3,Formerly MFT 213 This course focuses on the generation and machining of surfaces and solids. Students will use MasterCam Software to design and machine surfaces and solids.
ETW 101,"Basic Oxyacetylene Welding, Cutting and Brazing",1,"Formerly WELD 110A This introductory course provides students with a technical understanding of oxyacetylene welding, flame cutting, brazing fundamentals and safety. It also provides training to develop the manual skills necessary to produce quality welds on mild steel in flat position."
ETW 110,Basic Shielded Metal Arc Welding,1,"Formerly WELD 110B This introductory course provides students with a technical understanding of arc welding fundamentals, welding safety, arc welding machines and electrode classification and selection. It also provides training to develop the manual skill necessary to make quality shielded metal-arc welds in flat position on mild steel."
